"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","Y좌표","X좌표","작업일자"
"BS100961","양천구","버스정류소_신월중학교입구","신월동 35-1","15-348","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53999","126.8252","2025-12-22 15:12:01.0"
"BS100962","양천구","버스정류소_신월중학교입구","남부순환로 297","15-349","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.540005","126.82577","2025-12-22 15:12:01.0"
"BS100963","양천구","버스정류소_신정1동우체국","신정1 1017-2","15-242","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.521954","126.86167","2025-12-22 15:12:01.0"
"BS100964","양천구","버스정류소_신정1동주민센터.신오새마을금고","중앙로 234","15-232","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.517204","126.85437","2025-12-22 15:12:01.0"
"BS100965","양천구","버스정류소_신정네거리역","신월로 266","15-212","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.522022","126.85073","2025-12-22 15:12:01.0"
"BS100966","양천구","버스정류소_신정이펜하우스2단지","신정동 789-2","15-416","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.514576","126.83063","2025-12-22 15:12:01.0"
"BS100967","양천구","버스정류소_신정이펜하우스3.4단지","신정동 1317","15-421","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51126","126.830345","2025-12-22 15:12:01.0"
"BS100968","양천구","버스정류소_신정이펜하우스5단지.서남병원","신정이펜1로 27","15-423","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51103","126.833466","2025-12-22 15:12:01.0"
"BS100969","양천구","버스정류소_신한은행신월동지점","신월로 164","15-218","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.517826","126.841866","2025-12-22 15:12:01.0"
"BS100970","양천구","버스정류소_신화중학교","신월5 24-8","15-345","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53961","126.83149","2025-12-22 15:12:01.0"
"BS100971","양천구","버스정류소_양강중학교","중앙로 319","15-310","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52486","126.85028","2025-12-22 15:12:01.0"
"BS100972","양천구","버스정류소_양강중학교","중앙로 319","15-311","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52383","126.84966","2025-12-22 15:12:01.0"
"BS100973","양천구","버스정류소_양명초교.신서중","신정동 310-8","15-233","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.514305","126.855705","2025-12-22 15:12:01.0"
"BS100974","양천구","버스정류소_양천공원","목동동로 130","15-193","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51787","126.869644","2025-12-22 15:12:01.0"
"BS100975","양천구","버스정류소_양천구청.양천보건소","목동서로 340","15-256","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51816","126.866165","2025-12-22 15:12:01.0"
"BS100976","양천구","버스정류소_영도초등학교","목5 903-1학","15-104","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.535557","126.87052","2025-12-22 15:12:01.0"
"BS100977","양천구","버스정류소_우리은행신정동지점","신월로 344","15-247","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.521706","126.85938","2025-12-22 15:12:01.0"
"BS100978","양천구","버스정류소_월촌초등학교","목동 901-3","15-140","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.541187","126.87707","2025-12-22 15:12:01.0"
"BS100979","양천구","버스정류소_월촌초등학교","목동중앙로 131","15-141","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.540382","126.87527","2025-12-22 15:12:01.0"
"BS100980","양천구","버스정류소_은정초등학교","목동남로 72","15-201","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.510094","126.8671","2025-12-22 15:12:01.0"
"BS100981","양천구","버스정류소_하이스트학원.종로학원","목동서로 250","15-253","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.524982","126.86945","2025-12-22 15:12:01.0"
"BS100982","양천구","버스정류소_현대아이파크아파트","신정동 87-42","15-262","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.521034","126.87326","2025-12-22 15:12:01.0"
"BS100983","양천구","버스정류소_현대아파트정문","신정동 871-46","15-177","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.520786","126.878235","2025-12-22 15:12:01.0"
"BS100984","영등포구","버스정류소_KBS","여의공원로 13","19-130","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.524727","126.91823","2025-12-22 15:12:01.0"
"BS100985","영등포구","버스정류소_강남성심병원.대림성모병원","대림동 960-8","19-010","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.49087","126.9079","2025-12-22 15:12:01.0"
"BS100986","영등포구","버스정류소_경남아너스빌아파트","신길제6동 4780","19-011","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.495586","126.911575","2025-12-22 15:12:01.0"
"BS100987","영등포구","버스정류소_당산초등학교앞","양평동5가 88-4","19-220","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.538918","126.894585","2025-12-22 15:12:01.0"
"BS100988","영등포구","버스정류소_대림3동주민센터","대림로 195","19-458","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.49808","126.89831","2025-12-22 15:12:01.0"
"BS100989","영등포구","버스정류소_대림동코오롱아파트","대림동 630-9","19-357","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.507614","126.89435","2025-12-22 15:12:01.0"
"BS100990","영등포구","버스정류소_대림코오롱아파트","대림동 607-1","19-312","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.507107","126.894325","2025-12-22 15:12:01.0"
"BS100991","영등포구","버스정류소_대방역","신길동 1413","19-307","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51347","126.92582","2025-12-22 15:12:01.0"
"BS100992","영등포구","버스정류소_두산위브진주아파트","선유로9나길 12","19-427","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.516422","126.88531","2025-12-22 15:12:01.0"
"BS100993","영등포구","버스정류소_문래동남성아파트","경인로","19-001","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51183","126.89371","2025-12-22 15:12:01.0"
"BS100994","영등포구","버스정류소_문래동남성아파트","경인로","19-002","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.511204","126.89231","2025-12-22 15:12:01.0"
"BS100995","영등포구","버스정류소_문래자이아파트","당산로 28","19-305","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51675","126.89465","2025-12-22 15:12:01.0"
"BS100996","영등포구","버스정류소_문래힐스테이트","선유로 54","19-619","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.518963","126.8894","2025-12-22 15:12:01.0"
"BS100997","영등포구","버스정류소_보라매공원","신길동 4302","19-012","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.496986","126.9166","2025-12-22 15:12:01.0"
"BS100998","동작구","버스정류소_보라매역.동작세무서","대방동 466-51","19-013","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.49896","126.92018","2025-12-22 15:12:01.0"
"BS100999","영등포구","버스정류소_산업은행본점","은행로 17","19-281","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.527966","126.92085","2025-12-22 15:12:01.0"
"BS101000","영등포구","버스정류소_서울지방병무청","신길동 4880","19-014","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.504395","126.92196","2025-12-22 15:12:01.0"
"BS101001","영등포구","버스정류소_선유고등학교","양평동4가 24","19-221","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.534267","126.896225","2025-12-22 15:12:01.0"
"BS101002","영등포구","버스정류소_선유중학교","양평3가 101","19-223","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53205","126.89452","2025-12-22 15:12:01.0"
"BS101003","영등포구","버스정류소_성락교회","신길동 355-22잡","19-234","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.50431","126.902725","2025-12-22 15:12:01.0"
"BS101004","영등포구","버스정류소_서울영림초등학교","대림동 990-130","19-009","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.48703","126.90469","2025-12-22 15:12:01.0"
"BS101005","영등포구","버스정류소_신길한화꿈에그린아파트","신길로 119","19-233","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.503345","126.91005","2025-12-22 15:12:01.0"
"BS101006","영등포구","버스정류소_신동아아파트","대림동 777","19-321","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.498074","126.89463","2025-12-22 15:12:01.0"
"BS101007","영등포구","버스정류소_여의나루역","여의도동 21-1","19-139","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.527306","126.93162","2025-12-22 15:12:01.0"
"BS101008","영등포구","버스정류소_여의나루역","여의동로 343","19-140","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.527386","126.93202","2025-12-22 15:12:01.0"
"BS101009","영등포구","버스정류소_여의도공원","여의공원로 120","19-138","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52953","126.927895","2025-12-22 15:12:01.0"
"BS101010","영등포구","버스정류소_여의도역","의사당대로 108","19-155","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52063","126.92475","2025-12-22 15:12:01.0"
"BS101011","영등포구","버스정류소_여의동주민센터","여의도동 52","19-147","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.518387","126.93457","2025-12-22 15:12:01.0"
"BS101012","영등포구","버스정류소_영등포공원","신길로 275","19-103","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51495","126.91194","2025-12-22 15:12:01.0"
"BS101013","영등포구","버스정류소_남부지방법원등기국.구로세무서(에이스하이테크시티)","경인로","19-003","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.514484","126.901184","2025-12-22 15:12:01.0"
"BS101014","영등포구","버스정류소_남부지방법원등기국.구로세무서(에이스하이테크시티)","경인로","19-004","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51404","126.89974","2025-12-22 15:12:01.0"
"BS101015","영등포구","버스정류소_영등포역","경인로","19-006","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.516586","126.90703","2025-12-22 15:12:01.0"
"BS101016","영등포구","버스정류소_영등포역","경인로 870","19-114","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.517086","126.90915","2025-12-22 15:12:01.0"
"BS101017","영등포구","버스정류소_우신사거리","신길로 209","19-365","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.510887","126.91002","2025-12-22 15:12:01.0"
"BS101018","영등포구","버스정류소_하이서울유스호스텔","영신로 200","19-127","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52564","126.903656","2025-12-22 15:12:01.0"
"BS101019","영등포구","버스정류소_한국방송통신대학교","대림동 611 유","19-273","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.503872","126.89574","2025-12-22 15:12:01.0"
"BS101020","영등포구","버스정류소_현대2차아파트후문","대림동 611유","19-402","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.50301","126.89409","2025-12-22 15:12:01.0"
"BS101021","영등포구","버스정류소_흰돌교회","대림동 862-4","19-261","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.490944","126.90322","2025-12-22 15:12:01.0"
"BS101022","용산구","버스정류소_KT용산지사","한강대로","03-005","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.531498","126.97024","2025-12-22 15:12:01.0"
"BS101023","용산구","버스정류소_KT용산지사","한강대로","03-006","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53205","126.970566","2025-12-22 15:12:01.0"
"BS101024","용산구","버스정류소_갈월동","한강대로","03-011","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.550976","126.97224","2025-12-22 15:12:01.0"
"BS101025","용산구","버스정류소_갈월동","한강대로","03-012","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.549534","126.97171","2025-12-22 15:12:01.0"
"BS101026","용산구","버스정류소_남산예술원","한남동 726-374","03-159","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.544437","127.00204","2025-12-22 15:12:01.0"
"BS101027","용산구","버스정류소_남산체육관","이태원동 260-381","03-173","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.542706","126.99279","2025-12-22 15:12:01.0"
"BS101028","용산구","버스정류소_남산체육관","소월로 280","03-174","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.542503","126.99292","2025-12-22 15:12:01.0"
"BS101029","용산구","버스정류소_남영동주민센터","두텁바위로 27","03-206","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54575","126.97675","2025-12-22 15:12:01.0"
"BS101030","용산구","버스정류소_남영동주민센터","용산동1가 1-4","03-207","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54536","126.97506","2025-12-22 15:12:01.0"
"BS101031","용산구","버스정류소_남영역","갈월동 100-5","03-130","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.540813","126.97103","2025-12-22 15:12:01.0"
"BS101032","용산구","버스정류소_남영역","원효로1가 115-2","03-131","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54057","126.97067","2025-12-22 15:12:01.0"
"BS101033","용산구","버스정류소_동빙고동","동빙고동 97-3","03-275","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.521183","126.99686","2025-12-22 15:12:01.0"
"BS101034","용산구","버스정류소_문배동이안아파트앞","한강로1가 1-4","03-326","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53887","126.97106","2025-12-22 15:12:01.0"
"BS101035","용산구","버스정류소_문배동이안아파트앞","청파로 213","03-332","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53827","126.97067","2025-12-22 15:12:01.0"
"BS101036","용산구","버스정류소_보광신동아아파트삼성리버빌아파트","보광동 130-6","03-276","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52474","127.00203","2025-12-22 15:12:01.0"
"BS101037","용산구","버스정류소_보성여중고입구","용산동2가 1-6","03-171","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.5464","126.98584","2025-12-22 15:12:01.0"
"BS101038","용산구","버스정류소_삼각지역","한강대로","03-007","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53527","126.974014","2025-12-22 15:12:01.0"
"BS101039","용산구","버스정류소_삼각지역","한강대로","03-008","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.535984","126.97416","2025-12-22 15:12:01.0"
"BS101040","용산구","버스정류소_삼각지역11번출구","한강로동 14-22","03-328","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.536205","126.97455","2025-12-22 15:12:01.0"
"BS101041","용산구","버스정류소_서빙고동주민센터","서빙고동 146-1","03-273","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.520325","126.99478","2025-12-22 15:12:01.0"
"BS101042","용산구","버스정류소_서빙고역교차로","서빙고로 237","03-267","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.520428","126.99009","2025-12-22 15:12:01.0"
"BS101043","용산구","버스정류소_서울역공항철도15번출구.국립극단","서계동224-36","03-345","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.553078","126.96885","2025-12-22 15:12:01.0"
"BS101044","용산구","버스정류소_성촌공원.포르쉐센터용산","한강로동 32-3철","03-288","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53017","126.954605","2025-12-22 15:12:01.0"
"BS101045","용산구","버스정류소_숙대입구역","한강대로","03-009","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.543297","126.972534","2025-12-22 15:12:01.0"
"BS101046","용산구","버스정류소_숙대입구역","한강대로","03-010","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.543755","126.97223","2025-12-22 15:12:01.0"
"BS101047","용산구","버스정류소_신용산.지하차도","한강로3가 13-7","03-252","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53255","126.96384","2025-12-22 15:12:01.0"
"BS101048","용산구","버스정류소_신용산역","한강대로","03-003","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.527294","126.96621","2025-12-22 15:12:01.0"
"BS101049","용산구","버스정류소_신용산역","한강대로","03-004","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52792","126.96662","2025-12-22 15:12:01.0"
"BS101050","용산구","버스정류소_신용산역3번출구","한강로2가 331-1","03-119","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52861","126.96709","2025-12-22 15:12:01.0"
"BS101051","용산구","버스정류소_신용산초등학교","이촌로 26","03-220","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.51905","126.976105","2025-12-22 15:12:01.0"
"BS101052","용산구","버스정류소_용마루고개.효창파크푸르지오아파트","효창동 180 (효창동 196-4)","03-178","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.5403","126.95855","2025-12-22 15:12:01.0"
"BS101053","용산구","버스정류소_용산공고","한강대로14길 35-29","03-259","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.525597","126.96602","2025-12-22 15:12:01.0"
"BS101054","용산구","버스정류소_용산세무서","한강로동 65-500","03-261","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52363","126.96932","2025-12-22 15:12:01.0"
"BS101055","용산구","버스정류소_용산세무서","한강로동 63-379","03-262","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52362","126.97015","2025-12-22 15:12:01.0"
"BS101056","용산구","버스정류소_용산전자상가.전자랜드","청파로 74","03-136","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.532764","126.95858","2025-12-22 15:12:01.0"
"BS101057","용산구","버스정류소_용산전자상가.전자랜드","원효로3가 51-28","03-137","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.533","126.95825","2025-12-22 15:12:01.0"
"BS101058","용산구","버스정류소_용산중고","용산동1가 1-4","03-205","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54574","126.97756","2025-12-22 15:12:01.0"
"BS101059","용산구","버스정류소_용암초등학교.이태원2동주민센터","이태원동 262-73","03-343","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54485","126.99093","2025-12-22 15:12:01.0"
"BS101060","용산구","버스정류소_용암초등학교입구.이태원주공아파트","용산동2가 5-1553","03-148","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.544167","126.98855","2025-12-22 15:12:01.0"
"BS101061","용산구","버스정류소_원효2동산호아파트","원효로2 141","03-300","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.533108","126.95083","2025-12-22 15:12:01.0"
"BS101062","용산구","버스정류소_원효대교북단","한강로3가 16-66","03-138","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53188","126.95601","2025-12-22 15:12:01.0"
"BS101063","용산구","버스정류소_원효대교북단","원효로2","03-331","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53213","126.95575","2025-12-22 15:12:01.0"
"BS101064","용산구","버스정류소_원효로풍전아파트","원효로 86","03-301","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53205","126.95351","2025-12-22 15:12:01.0"
"BS101065","용산구","버스정류소_원효로풍전아파트","원효로2 250-1","03-302","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.532368","126.95451","2025-12-22 15:12:01.0"
"BS101066","용산구","버스정류소_이촌119안전센터.성촌공원","이촌동 173-1","03-287","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.530117","126.95309","2025-12-22 15:12:01.0"
"BS101067","용산구","버스정류소_이촌2동주민센터","한강로동 37-2","03-290","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.527737","126.95506","2025-12-22 15:12:01.0"
"BS101068","용산구","버스정류소_이촌역","한강로동 17","03-263","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52267","126.97391","2025-12-22 15:12:01.0"
"BS101069","용산구","버스정류소_이촌역","서빙고로 83","03-264","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.5223","126.97395","2025-12-22 15:12:01.0"
"BS101070","용산구","버스정류소_전쟁기념관","용산동1가 8-65","03-184","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.53476","126.97686","2025-12-22 15:12:01.0"
"BS101071","용산구","버스정류소_청암동강변삼성아파트","원효로2 181","03-297","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.534615","126.94824","2025-12-22 15:12:01.0"
"BS101072","용산구","버스정류소_청암동강변삼성아파트","원효로2 178","03-298","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.533966","126.94932","2025-12-22 15:12:01.0"
"BS101073","용산구","버스정류소_하얏트호텔","이태원동 258-466","03-176","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.540894","126.997314","2025-12-22 15:12:01.0"
"BS101074","용산구","버스정류소_한강대교북단.LG U+","한강대로","03-001","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52409","126.96319","2025-12-22 15:12:01.0"
"BS101075","용산구","버스정류소_한강대교북단.LG U+","한강대로","03-002","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.524307","126.96319","2025-12-22 15:12:01.0"
"BS101076","용산구","버스정류소_한강대교북단","한강로동 40-678 (한강로3가 40-147)","03-122","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.52529","126.963936","2025-12-22 15:12:01.0"
"BS101077","용산구","버스정류소_한국폴리텍1대학","보광로 73","03-281","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.530365","126.99653","2025-12-22 15:12:01.0"
"BS101078","용산구","버스정류소_효창공원후문","임정로 107-5","03-236","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54676","126.9625","2025-12-22 15:12:01.0"
"BS101079","용산구","버스정류소_효창운동장.효창동주민센터","효창원로 157","03-239","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.54221","126.96177","2025-12-22 15:12:01.0"
"BS101080","은평구","버스정류소_806의무경찰대.우남아파트","갈현동 540","12-145","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.61805","126.90643","2025-12-22 15:12:01.0"
"BS101081","은평구","버스정류소_806의무경찰대.우남아파트","서오릉로 273","12-146","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.61853","126.90583","2025-12-22 15:12:01.0"
"BS101082","은평구","버스정류소_구기터널입구","녹번동 산1-50임","12-251","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.610355","126.94485","2025-12-22 15:12:01.0"
"BS101083","은평구","버스정류소_구산역1번출구.예일여고","서오릉로 134","12-140","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.61085","126.91818","2025-12-22 15:12:01.0"
"BS101084","은평구","버스정류소_구산역2번출구.예일여고","연서로 126","12-181","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.60995","126.9169","2025-12-22 15:12:01.0"
"BS101085","은평구","버스정류소_구파발역.롯데몰","진관동 67-28","12-113","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.63678","126.918625","2025-12-22 15:12:01.0"
"BS101086","은평구","버스정류소_구파발역입구","통일로","12-011","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.636166","126.91702","2025-12-22 15:12:01.0"
"BS101087","은평구","버스정류소_구파발역입구","통일로","12-012","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.637115","126.91684","2025-12-22 15:12:01.0"
"BS101088","은평구","버스정류소_기자촌11단지앞","진관내동 209대","12-471","","5-1. 버스정류소(국비)","버스정류소(국비)","과기부WiFi","임대망","2021","실외","","37.634758","126.93258","2025-12-22 15:12:01.0"
